	Diazoxide	Cefuroxime	Dacarbazine	Mesoridazine	Testolactone	Altretamine	Albuterol	Cefaclor	Reserpine	Tacrine	Timolol	Moricizine	ropinirole	atorvastatin	zafirlukast	Dihydroergotamine	arformoterol	clidinium	anagrelide	Uracil Mustard	Terazosin	Ipratropium	Desipramine	Lithium	Pilocarpine	Griseofulvin	Vancomycin	Estradiol	Molindone	oxcarbazepine	Inamrinone	Mazindol	Secobarbital	lansoprazole	Streptomycin	cyclothiazide	lamotrigine	gemifloxacin	Lamivudine	zileuton	Estramustine	Sulfisoxazole	Capreomycin	Fluocinonide	Mepivacaine	Temazepam	Cephradine	Isotretinoin	Methylergonovine	gemcitabine	Isradipine	Lidocaine	Levetiracetam	Etodolac	Ritonavir	Amiodarone	Etomidate	Mecamylamine	Benzocaine	Saquinavir	Tropicamide	Phenylephrine	Kanamycin	Procyclidine	Flurbiprofen	Loteprednol	Carmustine	Halothane	Ursodiol	Dihydrotachysterol	Mupirocin	Mometasone	tolterodine	sitagliptin	Digitoxin	Metformin	Fluvoxamine	Carbidopa	Ceftizoxime	cefditoren	Erythrityl Tetranitrate	Cysteamine	Lovastatin	Dextromethorphan	Dantrolene	Cefotetan	Melphalan	Thiopental	Sulfasalazine	Epirubicin	methdilazine	Methazolamide	Doxepin	Adenosine	Ketoconazole	Allopurinol	Etoposide	ceftibuten	Mexiletine	Acitretin	Tacrolimus	oxybutynin	Pentosan Polysulfate	Dibucaine	metaproterenol	Triamcinolone	rescinnamine	ropivacaine	loracarbef	Trazodone	Clomipramine	Isoproterenol	Thioguanine	Cephapirin	Demecarium	Proguanil	halofantrine	Minocycline	remifentanil	Acyclovir	Foscarnet	Nitrofurazone	Acetaminophen	Flucytosine	tioconazole	Clotrimazole	Troleandomycin	ibutilide	Clindamycin	pirbuterol	tiagabine	Procainamide	Niclosamide	Meperidine	rimexolone	meloxicam	Cyclacillin	Selegiline	Paroxetine	dofetilide	Nafcillin	Sulfamethizole	Nicardipine	hydroxyurea	Verapamil	nabumetone	Procarbazine	Desogestrel	Quinestrol	Cefotaxime	olmesartan	nabilone	Milrinone	Nadolol	Pravastatin	butenafine	fomepizole	Fenoldopam	Ganciclovir	montelukast	Ibuprofen	Mirtazapine	Hydroflumethiazide	Methotrimeprazine	Warfarin	cefpodoxime	Chloramphenicol	Carnitine	Sulfanilamide	Dyphylline	nitisinone	adapalene	zonisamide	Colchicine	butoconazole	carvedilol	Haloperidol	Penicillamine	Propylthiouracil	Diclofenac	bexarotene	pantoprazole	olanzapine	propiomazine	Chlorpropamide	Treprostinil	oxaliplatin	Menthol	anastrozole	naftifine	Fluorouracil	dapiprazole	buclizine	Dobutamine	Physostigmine	Ofloxacin	Fosinopril	valacyclovir	Pimecrolimus	Zalcitabine	Aminophylline	Metyrosine	Naltrexone	Pramipexole	ergoloid mesylates, USP	Loratadine	quinapril	Nelfinavir	bortezomib	Felodipine	Dicumarol	Vinblastine	Ethanol	Acetohexamide	Prednisone	ethynodiol	Cetirizine	cyclobenzaprine	Danazol	Pentoxifylline	zolpidem	Guanethidine	Loperamide	fexofenadine	Bacitracin	Penicillin G	Meclizine	bosentan	Doxylamine	Paclitaxel	Cyclizine	Penicillin V	Dopamine	telmisartan	nateglinide	Pyrazinamide	Tamoxifen	Cisplatin	Nifedipine	Famotidine	Testosterone	Furazolidone	prednisolone	Cefamandole	Amprenavir	benzthiazide	Vidarabine	Chlorprothixene	Azithromycin	Morphine	Diflunisal	Leucovorin	Desonide	Promazine	Minoxidil	Chlorzoxazone	Trimeprazine	Bleomycin	Oxandrolone	Levomethadyl	bromfenac	Oxamniquine	Risperidone	ertapenem	Ethosuximide	Trimipramine	Bisoprolol	Erythromycin	halobetasol	Aztreonam	prednicarbate	Nicotine	fluticasone	brimonidine	metocurine	Chloroquine	Pimozide	Carbenicillin	docetaxel	amlexanox	Disopyramide	Bepridil	Indinavir	Trimethaphan	moxifloxacin	Hyoscyamine	Dicloxacillin	terbinafine	oxaprozin	Cilastatin	Diphenhydramine	aminosalicylic acid	Omeprazole	Esomeprazole	Doxycycline	imiquimod	Norepinephrine	Tripelennamine	cevimeline	Nedocromil	Metipranolol	tizanidine	cefdinir	Sumatriptan	fulvestrant	deserpidine	Mezlocillin	Diethylstilbestrol	Cefadroxil	Bumetanide	Oxymorphone	Mitomycin	ciclesonide	Nitric Oxide	Prazosin	ciclopirox	Brompheniramine	Triamterene	Dihematoporphyrin Ether	Toremifene	mycophenolate mofetil	Methyclothiazide	Edrophonium	esmolol	Amikacin	Ethionamide	formoterol	desloratadine	Sulfamethoxazole	Nizatidine	Thiethylperazine	Teniposide	fluvastatin	Carteolol	Diflorasone	Tocainide	sildenafil	Isocarboxazid	Ketamine	gabapentin	Fluorometholone	Bromocriptine	orlistat	Mefenamic Acid	Tolazoline	entacapone	Gentian Violet	Sulfinpyrazone	Dimenhydrinate	isoniazid	Cefoxitin	Ticlopidine	Phenobarbital	Fluphenazine	mercaptopurine	Quinidine	dexbrompheniramine	Procaine	Yohimbe Preparation	Sulfadiazine	bacampicillin	Cromolyn	phenacemide	Citalopram	Fosfomycin	Biperiden	alitretinoin	Cephalexin	Ergotamine	Mifepristone	Clonidine	nilutamide	Valproic Acid	Fenoprofen	Cimetidine	Topotecan	Glipizide	Sulfacetamide	Phenoxybenzamine	sparfloxacin	Albendazole	Bethanechol	Estrone	temozolomide	Doxazosin	Mechlorethamine	Isosorbide	nitazoxanide	Ramipril	Mebendazole	Aminoglutethimide	Clobetasol	Phenprocoumon	tirofiban	Hydrochlorothiazide	phenindamine	pioglitazone	Ampicillin	Pentobarbital	Neomycin	Amlodipine	Ethotoin	donepezil	Methylphenidate	Imipenem	Cefoperazone	Glucosamine	desflurane	venlafaxine	dezocine	Dicyclomine	Lorazepam	Cefixime	Propafenone	Fluoxetine	Nitroprusside	Pentazocine	Glyburide	Isoetharine	Penbutolol	oxiconazole	Ciprofloxacin	Hydralazine	miglitol	Demeclocycline	ardeparin	Praziquantel	bimatoprost	moexipril	fluocinolone	Trimethoprim	Ticarcillin	Alprostadil	Chlorpromazine	Doxorubicin	fosphenytoin	Ketoprofen	tiotropium	felbamate	Sulfadoxine	Buspirone	Hydroxocobalamin	Trimetrexate	Ifosfamide	imatinib	Midodrine	Amifostine	diphenidol	Dutasteride	Raloxifene	lomefloxacin	Bendroflumethiazide	Cinoxacin	Ivermectin	Pindolol	Streptozocin	argatroban	atomoxetine	Chlorambucil	Beclomethasone	Bupivacaine	Bupropion	Losartan	Itraconazole	Probenecid	letrozole	Acarbose	Dolasetron	irinotecan	tazobactam	medrysone	rifapentine	dalfopristin	Betamethasone	tamsulosin	Levofloxacin	apraclonidine	Trihexyphenidyl	Metoclopramide	Guanabenz	Disulfiram	Lomustine	Chlorotrianisene	efavirenz	Amantadine	Levobupivacaine	Lindane	modafinil	Spectinomycin	gefitinib	Norfloxacin	penciclovir	guanadrel	Maprotiline	cefprozil	Amoxicillin	abacavir	Perindopril	Sufentanil	Tolmetin	Desoximetasone	voriconazole	Pheniramine	arsenic trioxide	eplerenone	Ceftriaxone	Stavudine	dorzolamide	Oxacillin	Dichlorphenamide	Amoxapine	valsartan	Masoprocol	Idoxuridine	Tiludronate	Dexamethasone	cabergoline	Orphenadrine	Rifabutin	Trichlormethiazide	Cyproheptadine	Cefazolin	cilostazol	rosiglitazone	Ethacrynic Acid	Paromomycin	Zidovudine	Methscopolamine	Thiabendazole	Benztropine	Galantamine	meropenem	Magnesium Sulfate	Trifluridine	Cycloserine	Tenofovir	latanoprost	Metocurine iodide	Piroxicam	Amiloride	Levodopa	Mitoxantrone	Nortriptyline	Pipobroman	Indapamide	Atovaquone	Fluconazole	eprosartan	benzquinamide	Oxymetazoline	Atenolol	Ethinyl Estradiol	levocabastine	Tolazamide	Delavirdine	Furosemide	amcinonide	Carboplatin	Pyridostigmine	Risedronate	gatifloxacin	Ketorolac	azelastine	Hydrocortisone	Econazole	Triflupromazine	mesalamine	Norethindrone	Pseudoephedrine	linezolid	Sulindac	Amitriptyline	Iloprost	Metoprolol	tadalafil	Escitalopram	Tolbutamide	azelaic acid	Vincristine	Isoflurane	Flavoxate	Hydroxyzine	lopinavir	Dexmedetomidine	Isoflurophate	Progesterone	Flecainide	irbesartan	Digoxin	Estrogens	Ephedrine	homatropine	Dapsone	benazepril	Riluzole	Alclometasone	Imipramine	Enalapril	Piperacillin	Atropine	Mephobarbital	Droperidol	Netilmicin	Nystatin	Trimethadione	Clofazimine	Lisinopril	Tranylcypromine	Polythiazide	Pentamidine	Nalbuphine	Pentostatin	ezetimibe	norgestimate	Gemfibrozil	Levobunolol	carbinoxamine	repaglinide	Alendronate	Sodium Tetradecyl Sulfate	Lactulose	celecoxib	Phenelzine	Clemastine	Methoxsalen	travoprost	Clomiphene	Prilocaine	Sulfapyridine	Metaraminol	Floxuridine	Daunorubicin	Neostigmine	Lincomycin	Spironolactone	Metolazone	Salsalate	Papaverine	Sotalol	Aspirin	paricalcitol	Nitrofurantoin	tazarotene	Primidone	Glycopyrrolate	bicalutamide	terconazole	Fenofibrate	Flutamide	quinethazone	Gonadorelin	Flurandrenolide	Budesonide	benzonatate	Trifluoperazine	quetiapine	chloroprocaine	candesartan	capecitabine	podofilox	Nafarelin	Busulfan	Propranolol	pemirolast	Clofibrate	Levamisole	Malathion	torsemide	Mycophenolic Acid	Quinine	Sertraline	vinorelbine	Cyclophosphamide	Hydroxychloroquine	Cladribine	Mephenytoin	Idarubicin	Indomethacin	balsalazide	Betaxolol	Methimazole	leflunomide	Nevirapine	Acetazolamide	sulfacytine	Gentamicin Sulfate (USP)	Chlorthalidone	Cytarabine	Triiodothyronine	Ceftazidime	Captopril	trovafloxacin	Enoxacin	Dactinomycin	Prochlorperazine	Echothiophate	Naloxone	valrubicin	Ethambutol	Didanosine	Phenytoin	rivastigmine	Finasteride	Quinacrine	Primaquine	Promethazine	Megestrol	Methadone	Cloxacillin	Methylprednisolone	Salicylic Acid	Nitroglycerin	flunisolide	Cephalothin	Methotrexate	rabeprazole	Caffeine	exemestane	trandolapril	Dexrazoxane	Enoxaparin	Guanfacine	ziprasidone	Diltiazem	Carbamazepine	Epoprostenol	Thioridazine	bretylium	Triprolidine	adefovir	Methyldopa	Metronidazole	Phentolamine	6-Aminocaproic Acid	Theophylline	olopatadine	Nalidixic Acid	Fludrocortisone	Oxytetracycline	salmeterol	Mannitol	Thyroxine	ranolazine	Propofol	Dipivefrin	Perphenazine	Propantheline	Scopolamine	Nisoldipine	dyclonine	Protriptyline	aripiprazole	anisindione	bismuth subsalicylate	Labetalol	Tranexamic Acid	Isosorbide Dinitrate	Chlorothiazide	Terbutaline	Flumazenil	Naproxen	Tramadol	Baclofen	valganciclovir	Miconazole	Hexachlorophene	famciclovir	topiramate	brinzolamide	Simvastatin	Pyrimethamine	Cidofovir	Tetracycline	pamidronate	Nimodipine	fludarabine	Azathioprine	Loxapine	azatadine	Dinoprostone	cefepime	Enflurane	Oxazepam	Ribavirin	glimepiride	emedastine	Vitamin K 1	Medroxyprogesterone	Epinephrine	Mefloquine	Acebutolol	Clozapine	Chlorpheniramine	clocortolone	Carbachol	Mitotane	bromodiphenhydramine	Tobramycin	Ondansetron
Diazoxide	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cefuroxime	0	1	0	0	0	0	0	0.263157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333333333334	0	0	0	0	0	0	0	0.19047619047619	0.266666666666667	0	0	0	0	0	0.272727272727273	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0.0588235294117647	0	0	0	0	0.111111111111111	0	0	0	0	0	0	0	0.0588235294117647	0	0	0	0	0.0526315789473684	0	0	0	0	0	0	0	0	0	0.0666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0.227272727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.277777777777778	0.0555555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0526315789473684	0	0	0	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0.0434782608695652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19047619047619	0	0.117647058823529	0	0	0	0	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	0.222222222222222	0	0	0	0	0	0.285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285714285714286	0	0	0	0	0	0.076923076923077	0	0	0	0.2	0	0	0	0.076923076923077	0	0	0.294117647058824	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272727272727273	0	0.0714285714285714	0	0	0	0	0	0.2	0	0	0	0	0	0	0.277777777777778	0	0	0	0	0	0	0	0	0.16	0	0	0.0625	0	0	0	0	0	0.0526315789473684	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0555555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0714285714285714	0	0	0	0	0.111111111111111	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333333333334	0	0.176470588235294	0	0	0	0.235294117647059	0.15	0	0	0	0	0	0	0	0	0	0.318181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0.0909090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0.0666666666666667	0.0666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0526315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0	0	0	0.173913043478261	0	0.294117647058824	0.266666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0555555555555556	0	0	0	0	0.176470588235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0526315789473684	0	0	0	0	0.0666666666666667	0	0.0588235294117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0526315789473684	0	0	0	0	0	0	0	0.227272727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dacarbazine	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153846153846154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0588235294117647	0	0	0.222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333333333334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857142857143	0	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0526315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0.076923076923077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0.0357142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesoridazine	0	0	0	1	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0.25	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0
